,Name,Price,1h %,24h %,7d %,Market Cap,Volume(24h),Circulating Supply
719,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
720,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
721,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
722,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
723,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
724,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
725,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
726,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
727,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
728,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
729,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
730,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
731,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
732,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
733,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
734,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
735,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
736,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
737,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
738,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
739,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
740,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
741,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
742,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
743,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
744,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
745,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
746,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
747,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
748,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
749,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
750,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
751,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
752,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
753,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
754,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
755,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
756,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
757,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
758,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
759,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
760,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
761,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
762,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
763,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
764,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
765,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
766,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
767,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
768,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
769,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
770,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
771,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
772,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
773,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
774,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
775,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
776,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
777,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
778,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
779,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
780,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
781,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
782,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
783,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
784,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
785,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
786,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
787,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
788,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
789,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
790,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
791,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
792,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
793,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
794,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
795,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
796,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
797,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
798,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
799,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
800,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
801,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
802,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
803,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
804,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
805,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
806,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
807,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
808,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
809,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
810,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
811,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
812,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
813,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
814,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
815,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
816,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
817,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
818,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
819,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
820,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
821,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
822,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
823,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
824,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
825,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
826,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
827,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
828,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
829,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
830,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
831,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
832,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
833,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
834,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
835,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
836,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
837,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
838,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
839,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
840,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
841,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
842,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
843,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
844,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
845,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
846,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
847,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
848,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
849,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
850,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
851,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
852,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
853,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
854,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
855,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
856,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
857,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
858,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
859,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
860,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
861,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
862,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
863,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
864,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
865,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
866,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
867,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
868,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
869,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
870,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
871,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
872,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
873,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
874,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
875,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
876,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
877,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
878,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
879,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
880,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
881,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
882,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
883,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
884,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
885,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
886,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
887,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
888,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
889,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
890,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
891,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
892,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
893,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
894,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
895,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
896,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
897,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
898,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
